Title,Year,Rating,Votes,Runtime(min),Genres_x,Overview,Director_x,Actors,RT_CriticScore,RT_AudienceScore,Genres_y,Director_y,Runtime_x,RT_Link,Metascore,UserScore,Genres,Director,Runtime_y
apocalypse now: final cut,2019,,,,,,,,,,,,,,92.0,88.0,"Drama,Mystery,War",Francis Ford Coppola,182.0
apollo 11,2019,,,,,,,,99.0,90.0,"drama, documentary, history",Todd Douglas Miller,1h 33m,http://www.rottentomatoes.com/m/apollo_11_2019,,,,,
april,2025,,,,,,,,,,,,,,88.0,0.0,Drama,Dea Kulumbegashvili,134.0
army of shadows,1969,7.911,670.0,145.0,"War, History, Thriller","Betrayed by an informant, Philippe Gerbier finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",Jean-Pierre Melville,"Lino Ventura, Paul Meurisse, Jean-Pierre Cassel, Simone Signoret, Claude Mann",,,,,,,,,,,
army of shadows,2006,,,,,,,,,,,,,,99.0,74.0,"Drama,War",Jean-Pierre Melville,145.0
ash is purest white,2018,,,,,,,,99.0,69.0,"drama, romance",Jia Zhangke,2h 21m,http://www.rottentomatoes.com/m/ash_is_purest_white,,,,,
assault on precinct 13,1976,,,,,,,,98.0,80.0,action,John Carpenter,1h 31m,http://www.rottentomatoes.com/m/1001280-assault_on_precinct_13,89.0,75.0,"Action,Crime,Thriller",John Carpenter,91.0
assault on precinct 13,1976,,,,,,,,98.0,80.0,action,John Carpenter,1h 31m,http://www.rottentomatoes.com/m/1001280-assault_on_precinct_13,89.0,75.0,"Action,Crime,Thriller",John Carpenter,91.0
atanarjuat: the fast runner,2002,,,,,,,,,,,,,,91.0,83.0,Drama,Zacharias Kunuk,172.0
athlete a,2020,,,,,,,,100.0,93.0,documentary,"Bonni Cohen, Jon Shenk",1h 43m,http://www.rottentomatoes.com/m/athlete_a,,,,,
athlete a,2020,,,,,,,,100.0,93.0,documentary,"Bonni Cohen, Jon Shenk",1h 43m,http://www.rottentomatoes.com/m/athlete_a,,,,,
au hasard balthazar,1966,,,,,,,,,,,,,,98.0,71.0,Drama,Robert Bresson,95.0
au revoir les enfants,1988,,,,,,,,,,,,,,88.0,80.0,"Drama,War",Louis Malle,104.0
autumn sonata,1978,8.0,628.0,93.0,Drama,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",Ingmar Bergman,"Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk, Marianne Aminoff",,,,,,,,,,,
avengers: endgame,2019,8.2,26226.0,181.0,"Adventure, Science Fiction, Action","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",Anthony Russo,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",,,,,,,,,,,
avengers: infinity war,2018,8.2,30404.0,149.0,"Adventure, Action, Science Fiction","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",Joe Russo,"Robert Downey Jr., Chris Evans, Chris Hemsworth, Josh Brolin, Mark Ruffalo",,,,,,,,,,,
away from her,2007,,,,,,,,,,,,,,88.0,79.0,Drama,Sarah Polley,110.0
ayla: the daughter of war,2017,8.0,367.0,124.0,"Drama, War, History","In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.",Can Ulkay,"İsmail Hacıoğlu, Kim Seol, Çetin Tekindor, Ali Atay, Murat Yildirim",,,,,,,,,,,
azor,2021,,,,,,,,,,,,,,88.0,63.0,"Drama,Thriller",Andreas Fontana,100.0
back to the future,1985,8.318,20431.0,116.0,"Adventure, Comedy, Science Fiction","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Claudia Wells",,,,,,,,,,,
bad genius,2017,7.891,792.0,130.0,"Drama, Crime, Thriller, Comedy","Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",Nattawut Poonpiriya,"Chutimon Chuengcharoensukying, Eisaya Hosuwan, Teeradon Supapunpinyo, Chanon Santinatornkul, Thaneth Warakulnukroh",,,,,,,,,,,
badlands,1973,,,,,,,,,,,,,,94.0,77.0,"Action,Crime,Drama",Terrence Malick,94.0
balthazar,1966,,,,,,,,100.0,86.0,drama,Robert Bresson,1h 30m,http://www.rottentomatoes.com/m/balthazar,,,,,
bambi,1942,,,,,,,,,,,,,,91.0,76.0,"Animation,Adventure,Drama,Family","James Algar,Samuel Armstrong,David Hand,Graham Heid,Norman Wright,Arthur Davis,Clyde Geronimi,Paul Satterfield,Bill Roberts",70.0
band of outsiders,1966,,,,,,,,,,,,,,93.0,75.0,"Comedy,Crime,Drama",Jean-Luc Godard,95.0
barry lyndon,1975,8.006,2900.0,185.0,"Drama, Romance, War, History","An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger, Steven Berkoff",,,,,,,89.0,85.0,"Adventure,Drama,War",Stanley Kubrick,184.0
"batman: the dark knight returns, part 2",2013,7.924,1512.0,78.0,"Science Fiction, Action, Animation, Mystery",Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,Jay Oliva,"Peter Weller, Ariel Winter, David Selby, Michael Emerson, Mark Valley",,,,,,,,,,,
battleship potemkin,1926,,,,,,,,,,,,,,97.0,82.0,"Drama,History,Thriller,War",Sergei Eisenstein,75.0
beau travail,2000,,,,,,,,,,,,,,91.0,73.0,"Drama,War",Claire Denis,90.0
beauty and the beast,1991,,,,,,,,,,,,,,95.0,84.0,"Animation,Family,Fantasy,Musical,Romance","Gary Trousdale,Kirk Wise",84.0
beauty and the beast (re-release),2002,,,,,,,,,,,,,,92.0,74.0,"Drama,Fantasy,Romance","Jean Cocteau,René Clément",93.0
before midnight,2013,,,,,,,,98.0,82.0,"drama, romance",Richard Linklater,1h 49m,http://www.rottentomatoes.com/m/before_midnight_2013,94.0,83.0,"Drama,Romance",Richard Linklater,109.0
before sunrise,1995,7.97,4268.0,101.0,"Drama, Romance","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger",100.0,93.0,romance,Richard Linklater,1h 41m,http://www.rottentomatoes.com/m/before_sunrise,,,,,
before sunset,2004,,,,,,,,,,,,,,91.0,87.0,"Drama,Romance",Richard Linklater,80.0
being john malkovich,1999,,,,,,,,,,,,,,90.0,83.0,"Comedy,Drama,Fantasy",Spike Jonze,112.0
believe me: the abduction of lisa mcvey,2018,8.061,636.0,98.0,"Drama, TV Movie, Crime","On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",Jim Donovan,"Katie Douglas, David James Elliott, Rossif Sutherland, Amanda Arcuri, Chris Owens",,,,,,,,,,,
ben-hur,1959,7.88,2849.0,222.0,"History, Drama, Adventure, Action","In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.",William Wyler,"Charlton Heston, Stephen Boyd, Hugh Griffith, Jack Hawkins, Haya Harareet",,,,,,,90.0,87.0,"Adventure,Drama",William Wyler,212.0
better days,2019,8.116,483.0,135.0,"Drama, Crime, Romance","A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",Derek Tsang Kwok-Cheung,"Zhou Dongyu, Jackson Yee, Yin Fang, Huang Jue, Wu Yue",,,,,,,,,,,
beware of mr. baker,2012,,,,,,,,98.0,87.0,documentary,Jay Bulger,1h 32m,http://www.rottentomatoes.com/m/beware_of_mr_baker,,,,,
beyond the universe,2022,8.014,324.0,126.0,"Romance, Drama","While waiting for a kidney transplant, a young pianist finds an unexpected connection with her doctor — and the courage to fulfill her musical dreams.",Diego Freitas,"Henry Zaga, Giulia Be, João Miguel, Othon Bastos, Leo Bahia",,,,,,,,,,,
bicycle thieves,1948,8.2,2465.0,89.0,Drama,"Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.",Vittorio De Sica,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Gino Saltamerenda, Vittorio Antonucci",98.0,94.0,drama,Vittorio De Sica,1h 30m,http://www.rottentomatoes.com/m/bicycle_thieves,,,,,
big deal on madonna street,1958,8.1,717.0,106.0,"Comedy, Crime","Best friends Peppe and Mario are thieves, but they're not very good at it. Still, Peppe thinks that he's finally devised a master heist that will make them rich. With the help of some fellow criminals, he plans to dig a tunnel from a rented apartment to the pawnshop next door, where they can rob the safe. But his plan is far from foolproof, and the fact that no one in the group has any experience digging tunnels proves to be the least of their problems.",Mario Monicelli,"Vittorio Gassman, Renato Salvatori, Memmo Carotenuto, Rossana Rory, Carla Gravina",,,,,,,,,,,
big men,2014,,,,,,,,,,,,,,90.0,75.0,Documentary,Rachel Boynton,99.0
bill cunningham new york,2010,,,,,,,,99.0,92.0,"drama, history, documentary, biography",Richard Press,1h 24m,http://www.rottentomatoes.com/m/bill_cunningham_new_york_2010,,,,,
bill cunningham new york,2010,,,,,,,,99.0,92.0,"drama, history, documentary, biography",Richard Press,1h 24m,http://www.rottentomatoes.com/m/bill_cunningham_new_york_2010,,,,,
bingo: the king of the mornings,2017,7.986,394.0,113.0,"Comedy, Drama","1980s. Brazilian television exploding in color and auditorium programs not so politically correct. In the middle of this fervor, Augusto Mendes, a young rising actor, seeks his place in the sun. From porn studios to soap operas, he finally finds success and fame when he becomes ""Bingo"", a TV host clown from one of the audience leader TV shows for children. It turns out that behind the rice powder and red nose, nobody knows who he is.",Daniel Rezende,"Vladimir Brichta, Leandra Leal, Tainá Müller, Ana Lúcia Torre, Augusto Madeira",,,,,,,,,,,
black beauty,2020,8.0,340.0,110.0,Drama,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",Ashley Avis,"Kate Winslet, Mackenzie Foy, Iain Glen, Calam Lynch, Claire Forlani",,,,,,,,,,,
black clover: sword of the wizard king,2023,8.158,303.0,113.0,"Animation, Fantasy, Action, Adventure","As a lionhearted boy who can't wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",Ayataka Tanemura,"Gakuto Kajiwara, Nobunaga Shimazaki, Junichi Suwabe, Kana Yuuki, Toshihiko Seki",,,,,,,,,,,
blackfish,2013,,,,,,,,98.0,90.0,documentary,Gabriela Cowperthwaite,1h 23m,http://www.rottentomatoes.com/m/blackfish_2013,,,,,
blackfish,2013,,,,,,,,98.0,90.0,documentary,Gabriela Cowperthwaite,1h 23m,http://www.rottentomatoes.com/m/blackfish_2013,,,,,
blade runner,1982,7.94,14058.0,118.0,"Science Fiction, Drama, Thriller","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh",,,,,,,,,,,
blindsight,2006,,,,,,,,98.0,83.0,"adventure, documentary",Lucy Walker,1h 44m,http://www.rottentomatoes.com/m/blindsight,,,,,
bloody sunday,2002,,,,,,,,,,,,,,90.0,76.0,"Drama,History,War",Paul Greengrass,107.0
blow the man down,2019,,,,,,,,98.0,74.0,"comedy, drama","Bridget Savage Cole, Danielle Krudy",1h 30m,http://www.rottentomatoes.com/m/blow_the_man_down,,,,,
blow the man down,2019,,,,,,,,98.0,74.0,"comedy, drama","Bridget Savage Cole, Danielle Krudy",1h 30m,http://www.rottentomatoes.com/m/blow_the_man_down,,,,,
blue,1993,,,,,,,,98.0,93.0,drama,Krzysztof Kieslowski,1h 37m,http://www.rottentomatoes.com/m/three_colors_blue,,,,,
blue,1993,,,,,,,,98.0,93.0,drama,Krzysztof Kieslowski,1h 37m,http://www.rottentomatoes.com/m/three_colors_blue,,,,,
blue is the warmest color,2013,,,,,,,,,,,,,,90.0,77.0,"Drama,Romance",Abdellatif Kechiche,179.0
bo burnham: inside,2021,8.0,523.0,87.0,"Comedy, Drama","Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",Bo Burnham,Bo Burnham,,,,,,,,,,,
bo burnham: make happy,2016,8.046,389.0,60.0,"Comedy, Music","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",Bo Burnham,"Bo Burnham, Lorene Scafaria",,,,,,,,,,,
bohemian rhapsody,2018,7.977,17074.0,135.0,"Music, Drama","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",Bryan Singer,"Rami Malek, Gwilym Lee, Ben Hardy, Joseph Mazzello, Lucy Boynton",,,,,,,,,,,
borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006,,,,,,,,,,,,,,89.0,79.0,Comedy,Larry Charles,84.0
bound by honor,1993,8.13,1413.0,180.0,"Crime, Action, Drama, Thriller","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo, Victor Rivers",,,,,,,,,,,
boyhood,2014,,,,,,,,,,,,,,100.0,76.0,Drama,Richard Linklater,165.0
bpm (beats per minute),2017,,,,,,,,98.0,83.0,"gay and lesbian, drama",Robin Campillo,2h 23m,http://www.rottentomatoes.com/m/bpm,,,,,
braveheart,1995,7.941,10367.0,177.0,"Action, Drama, History, War","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",Mel Gibson,"Mel Gibson, Catherine McCormack, Sophie Marceau, Patrick McGoohan, Angus Macfadyen",,,,,,,,,,,
breaking away,1979,,,,,,,,,,,,,,91.0,82.0,"Comedy,Drama,Sport",Peter Yates,101.0
bride of frankenstein,1935,,,,,,,,98.0,87.0,horror,James Whale,1h 15m,http://www.rottentomatoes.com/m/bride_of_frankenstein,,,,,
bride of frankenstein,1935,,,,,,,,98.0,87.0,horror,James Whale,1h 15m,http://www.rottentomatoes.com/m/bride_of_frankenstein,,,,,
bride of frankenstein,1935,,,,,,,,98.0,87.0,horror,James Whale,1h 15m,http://www.rottentomatoes.com/m/bride_of_frankenstein,,,,,
